CO_PROCEDIMENTO,CO_PROCEDIMENTO_SIA_SIH,TP_PROCEDIMENTO
0303170093,63001608,H
0303170093,63001616,H
0303170093,63001624,H
0303170093,63001632,H
0303170093,63001640,H
0303170093,63001659,H
0303170093,63001667,H
0303170093,63001675,H
0303170093,63001683,H
0303170093,63001691,H
0303170093,63001705,H
0303170093,63001713,H
0303170107,63001209,H
0303180013,70000000,H
0303180030,70300046,H
0303180030,70500045,H
0303180048,70300011,H
0303180048,70500010,H
0303180056,70300020,H
0303180056,70500029,H
0303180064,70300038,H
0303180064,70500037,H
0303180072,91904013,H
0303190019,67300014,H
0303190019,67500013,H
0304010111,85300829,H
0304010111,85500836,H
0304010170,28011147,A
0304020010,29011094,A
0304020028,29021022,A
0304020036,29031028,A
0304020044,29011086,A
0304020052,29011060,A
0304020060,29021073,A
0304020079,29021081,A
0304020087,29021090,A
0304020095,29021030,A
0304020109,29021057,A
0304020117,29051053,A
0304020125,29041090,A
0304020133,29031095,A
0304020141,29041015,A
0304020150,29011019,A
0304020168,29051010,A
0304020176,29011078,A
0304020184,29031010,A
0304020192,29021065,A
0304020206,29011027,A
0304020214,29011035,A
0304020222,29011051,A
0304020230,29051037,A
0304020249,29051088,A
0304020257,29051096,A
0304020265,29061016,A
0304020273,29031036,A
0304020281,29031052,A
0304020290,29051061,A
0304020303,29051070,A
0304020311,29021103,A
0304020320,29051045,A
0304020338,29031087,A
0304020346,29031060,A
0304020362,29041082,A
0304020370,29051029,A
0304030015,29041023,A
0304030023,29041031,A
0304030031,29041040,A
0304030040,29041058,A
0304030058,29071038,A
0304030066,29071100,A
0304030074,29071046,A
0304030082,29071186,A
0304030090,29071178,A
0304030104,29071194,A
0304030112,29071119,A
0304030120,29071054,A
0304030139,29071160,A
0304030147,29071151,A
0304030155,29071143,A
0304030163,29071011,A
0304030171,29071020,A
0304030180,29071089,A
0304030198,29071097,A
0304030201,29071062,A
0304030210,29071070,A
0304040010,29081068,A
0304040029,29091039,A
0304040045,29081084,A
0304040053,29081076,A
0304040061,29081017,A
0304040070,29091055,A
0304040088,29081025,A
0304040096,29081033,A
0304040100,29081041,A
0304040118,29081050,A
0304040126,29081092,A
0304040134,29091020,A
0304040142,29091012,A
0304040150,29091071,A
0304040169,29091063,A
0304050016,20001010,H
0304050016,29171040,A
0304050024,29101069,A
0304050032,29101077,A
0304050040,29111102,A
0304050067,29121043,A
0304050067,29121051,A
0304050075,29111048,A
0304050113,29121060,A
0304050121,29111056,A
0304050130,29111030,A
0304050172,29101034,A
0304050180,29101050,A
0304050202,29101085,A
0304050210,29131014,A
0304050229,29121094,A
0304060011,29141010,A
0304060038,29141036,A
0304060046,29141117,A
0304060070,29141087,A
0304060089,29151090,A
0304060097,29151104,A
0304060100,29151112,A
0304060119,29141052,A
0304060127,29141060,A
0304060135,29141044,A
0304060151,29151082,A
0304060160,29151074,A
0304060178,29151058,A
0304060186,29151066,A
0304060208,29151015,A
0304060216,29151031,A
0304070017,29161010,A
0304070025,29161029,A
0304070033,29161053,A
0304070041,29161045,A
0304070050,29161037,A
0304080012,29171024,A
0304080020,79700870,H
0304080020,79700888,H
0304080039,79700896,H
0304080047,79700853,H
0304080055,20001010,H
0304080055,29171032,A
0304080063,79700861,H
0304080071,29171016,A
0304090018,85300900,H
0304090018,85500909,H
0304090026,85300888,H
0304090026,85500887,H
0304090034,85300926,H
0304090034,85500925,H
0304100013,85300837,H
0304100013,85500879,H
0305010018,27031136,A
0305010026,27031039,A
0305010034,99042029,H
0305010042,99042053,H
0305010093,27031195,A
0305010107,27031187,A
0305010115,27031209,A
0305010123,27031217,A
0305010131,99042010,H
0305010140,99042088,H
0305010158,99042061,H
0305010166,27031063,A
0305010166,27031071,A
0305010166,27031080,A
0305010166,27031098,A
0305010174,80300189,H
0305010174,80300235,H
0305010174,80500200,H
0305010174,80500234,H
0305010182,27031012,A
0305010190,99042045,H
0305020013,80300073,H
0305020013,80500072,H
0305020021,80300111,H
0305020021,80500110,H
0305020030,80300065,H
0305020030,80500064,H
0305020048,80300057,H
0305020048,80500056,H
0305020056,80300154,H
0305020056,80500170,H
0306010011,37011022,A
0306010020,37011030,A
0306010038,37011014,A
0306020017,37081012,A
0306020017,94008019,H
0306020025,37081063,A
0306020033,37081063,A
0306020041,09019022,H
0306020041,37071017,A
0306020041,94009015,H
0306020050,37061089,A
0306020050,94020019,H
0306020068,37061097,A
0306020068,94020019,H
0306020076,37061046,A
0306020076,94020019,H
0306020084,37061038,A
0306020084,94020019,H
0306020092,37061054,A
0306020106,37061062,A
0306020106,37061070,A
0306020106,94020019,H
0306020114,37061062,A
0306020114,94020019,H
0306020122,94003017,H
0306020130,37061020,A
0306020130,99060019,H
0306020149,09020020,H
0306020149,37061011,A
0306020149,94020019,H
0306020157,37061100,A
0307010015,03031012,A
0307010031,03022056,A
0307010031,03022080,A
0307010031,03031110,A
0307010031,03031128,A
0307010031,03031136,A
0307010058,10051341,A
0307010058,40031012,A
0307020010,10041010,A
0307020037,10041036,A
0307020037,10041044,A
0307020037,10044019,A
0307020037,10044027,A
0307020045,10042024,A
0307020053,10043039,A
0307020061,10041028,A
0307020070,03031020,A
0307020088,10042016,A
0307020096,10043012,A
0307020100,10041052,A
0307020118,10043020,A
0307030024,03022072,A
0307030032,10021060,A
0307040011,10031049,A
0307040062,10081020,A
0307040070,03051013,A
0307040089,10081046,A
0308010019,91300096,H
0308010019,91500109,H
0308010027,90300106,H
0308010027,90300114,H
0308010027,90500091,H
0308010027,90500105,H
0308010035,91300070,H
0308010035,91500087,H
0308010043,91300010,H
0308010043,91500010,H
0308020014,99042070,H
0308020022,90300076,H
0308020022,90500067,H
0308020030,89300017,H
0308020030,89300025,H
0308020030,89300033,H
0308020030,89300041,H
0308020030,89300050,H
0308020030,89300068,H
0308020030,89300076,H
0308020030,89300114,H
0308020030,89500016,H
0308020030,89500024,H
0308020030,89500032,H
0308020030,89500040,H
0308020030,89500059,H
0308020030,89500067,H
0308020030,89500075,H
0308020030,89500105,H
0308030010,90300122,H
0308030010,90500113,H
0308030028,90300041,H
0308030028,90300084,H
0308030028,90500040,H
0308030028,90500075,H
0308030036,90300165,H
0308030036,90500156,H
0308040015,91500141,H
0308040023,74300644,H
0308040023,74500643,H
0309010039,98003020,H
0309010039,98303015,H
0309010047,98501011,H
0309010055,98401017,H
0309010063,98301012,H
0309010071,98502018,H
0309010080,98402013,H
0309010098,98302019,H
0309010101,98003011,H
0309020018,19011032,A
0309020026,19011016,A
0309020034,19011024,A
0309030013,19081014,A
0309030013,24003026,H
0309030021,19082010,A
0309030030,19082029,A
0309030048,19052014,A
0309030056,19081022,A
0309030056,24004022,H
0309030064,08115044,A
0309030072,19051018,A
0309030080,19081030,A
0309030099,24005029,H
0309030102,19083041,A
0309030110,19083050,A
0309030129,19083025,A
0309030137,19083033,A
0309030145,19081049,A
0309030145,24006025,H
0309030153,19051026,A
0309040019,04015010,H
0309040027,04001028,H
0309040027,19031017,A
0309050014,07101015,A
0309050014,07102011,A
0309050022,07101015,A
0309050030,07102020,A
0310010012,01022040,A
0310010012,02011018,A
0310010012,04011015,A
0310010020,95001018,H
0310010020,95002022,H
0310010039,35001011,H
0310010039,35006013,H
0310010039,35007010,H
0310010039,35025018,H
0310010039,35080019,H
0310010039,35086017,H
0310010039,35087013,H
0310010047,35007010,H
0310010047,35027010,H
0401010015,03006026,H
0401010015,08011079,A
0401010015,08012024,A
0401010015,14001020,H
0401010015,15002020,H
0401010015,39011313,H
0401010031,02021030,A
0401010040,08011087,A
0401010040,08119066,A
0401010040,38002019,H
0401010058,08011117,A
0401010058,08011230,A
0401010058,08011273,A
0401010058,08011346,A
0401010058,08012083,A
0401010058,38006014,H
0401010058,38011018,H
0401010066,02021013,A
0401010074,08011125,A
0401010074,08011150,A
0401010074,08011168,A
0401010074,08011176,A
0401010082,02021021,A
0401010090,08011184,A
0401010104,08011192,A
0401010104,08011214,A
0401010104,08011222,A
0401010104,08011303,A
0401010104,08131074,A
0401010104,38008017,H
0401010104,38014017,H
0401010112,08011338,A
0401010120,08011281,A
0401010139,08012105,A
0401020010,38016010,H
0401020029,38003015,H
0401020037,38004011,H
0401020045,38022010,H
0401020053,38005018,H
0401020053,38007010,H
0401020061,38001128,H
0401020070,38015013,H
0401020088,08011141,A
0401020088,38002132,H
0401020096,38002124,H
0401020100,38023016,H
0401020118,38024012,H
0401020126,38027011,H
0401020134,38028018,H
0401020142,38009110,H
0401020150,08011290,A
0401020150,38007100,H
0401020169,38026015,H
0402010019,41005040,H
0402010027,41001010,H
0402010035,41001044,H
0402010043,41003047,H
0402010051,41004043,H
0402020014,41002024,H
0402020022,41001028,H
0403010012,40009068,H
0403010020,40006069,H
0403010039,40007065,H
0403010047,40201058,H
0403010055,40202054,H
0403010063,40008061,H
0403010071,40203050,H
0403010080,40001067,H
0403010098,40002063,H
0403010101,40003060,H
0403010110,40204057,H
0403010128,40205053,H
0403010136,40206050,H
0403010144,40207056,H
0403010152,40010066,H
0403010160,40005062,H
0403010179,40011062,H
0403010187,40004066,H
0403010195,40015068,H
0403010209,40012069,H
0403010217,40208052,H
0403010225,40213056,H
0403010233,40214052,H
0403010241,40209059,H
0403010250,40210057,H
0403010268,40013065,H
0403010276,40016064,H
0403010284,40017060,H
0403010292,40212050,H
0403010306,40018067,H
0403010314,40019063,H
0403010322,40014061,H
0403010330,40211053,H
0403010349,40021068,H
0403010357,40215059,H
0403010365,40020061,H
0403020018,40206068,H
0403020026,40205061,H
0403020034,40201066,H
0403020042,40202062,H
0403020050,40203069,H
0403020069,40204065,H
0403020077,40023060,H
0403020085,40024067,H
0403020093,40207064,H
0403020107,40025063,H
0403020115,40208060,H
0403020123,40022064,H
0403020131,40209067,H
0403030013,40203077,H
0403030021,40204073,H
0403030030,40217078,H
0403030048,40205070,H
0403030056,40202070,H
0403030064,40206076,H
0403030080,40209075,H
0403030099,40211070,H
0403030102,40210073,H
0403030110,40212076,H
0403030129,40216071,H
0403030137,40213072,H
0403030145,40214079,H
0403030153,40215075,H
0403030161,40208079,H
0403040019,40201082,H
0403040027,40202089,H
0403040051,40205088,H
0403040060,40206084,H
0403040078,40207080,H
0403040086,40208087,H
0403050014,08082022,A
0403050022,08082030,A
0403050030,40203093,H
0403050049,40205096,H
0403050057,40204111,H
0403050065,40204090,H
0403050073,40207099,H
0403050081,08082057,A
0403050090,40209091,H
0403050103,40208095,H
0403050111,40210090,H
0403050120,40211096,H
0403050138,40212092,H
0403050146,40213099,H
0403050154,40206092,H
0403050162,40202097,H
0403060010,40203123,H
0403060028,40202127,H
0403060036,40208125,H
0403060044,40205126,H
0403060052,40209121,H
0403060060,40210120,H
0403060079,40207129,H
0403060087,40204120,H
0403060095,40206122,H
0403070015,40201104,H
0403070040,40206106,H
0403070058,40207102,H
0403070082,40208109,H
0403070090,40209105,H
0403070104,40211100,H
0403070112,40210103,H
0403070120,40212106,H
0403070139,40213102,H
0403070147,40214109,H
0403080010,40201112,H
0403080029,40202119,H
0403080037,40205118,H
0403080045,40206114,H
0403080053,40207110,H
0403080061,40211118,H
0403080070,40210111,H
0403080088,40208117,H
0403080096,40209113,H
0403080100,40203115,H
0404010016,08132011,A
0404010016,37002031,H
0404010024,08132020,A
0404010024,37011030,H
0404010032,08132127,A
0404010032,37003038,H
0404010032,37090038,H
0404010040,37001019,H
0404010059,08131066,A
0404010059,37006037,H
0404010067,37001035,H
0404010075,08091021,A
0404010083,37009010,H
0404010091,08091030,A
0404010105,37005014,H
0404010113,37009044,H
0404010121,08012075,A
0404010121,08091048,A
0404010121,08132062,A
0404010121,08132089,A
0404010121,33005028,H
0404010130,37005030,H
0404010130,37013033,H
0404010148,37040014,H
0404010156,08131082,A
0404010164,37011014,H
0404010164,37016016,H
0404010164,37017012,H
0404010172,37001043,H
0404010180,37002040,H
0404010199,37003046,H
0404010202,37012045,H
0404010210,37014013,H
0404010229,37013017,H
0404010237,37033018,H
0404010245,08091056,A
0404010253,08091080,A
0404010253,37018019,H
0404010261,08131090,A
0404010270,08091064,A
0404010288,37021010,H
0404010296,08132070,A
0404010300,02021048,A
0404010318,08092010,A
0404010318,08131104,A
0404010318,08132097,A
0404010318,08132100,A
0404010318,37007041,H
0404010326,37013025,H
0404010326,37014021,H
0404010326,37015028,H
0404010334,37022024,H
0404010342,08131112,A
0404010342,08131120,A
0404010342,37017020,H
0404010342,37018027,H
0404010350,37023012,H
0404010350,37024019,H
0404010350,37025015,H
0404010369,08091072,A
0404010377,42004039,H
0404010385,37003011,H
0404010393,08092028,A
0404010407,37006029,H
0404010415,08132119,A
0404010415,37020021,H
0404020011,38001080,H
0404020038,08012113,A
0404020038,08132046,A
0404020038,10051317,A
0404020038,38007029,H
0404020046,33009023,H
0404020054,08011206,A
0404020054,33003033,H
0404020062,37030019,H
0404020062,37031015,H
0404020062,37032011,H
0404020070,33003025,H
0404020070,33007020,H
0404020089,10051112,A
0404020089,33004021,H
0404020097,08011109,A
0404020097,08011311,A
0404020097,33001014,H
0404020097,44004044,H
0404020100,08011133,A
0404020119,38001055,H
0404020119,38002051,H
0404020135,37028014,H
0404020135,37029010,H
0404020143,33001030,H
0404020178,38002035,H
0404020208,38011050,H
0404020224,38008092,H
0404020232,38004054,H
0404020232,38006057,H
0404020240,38010089,H
0404020240,38011085,H
0404020275,33005010,H
0404020291,37002058,H
0404020313,37003054,H
0404020321,38003082,H
0404020321,38004089,H
0404020348,38007088,H
0404020356,38006022,H
0404020380,37013050,H
0404020399,38006030,H
0404020429,37034014,H
0404030017,38014092,H
0404030033,38046024,H
0404030033,38047020,H
0404030041,37091018,H
0404030050,38003031,H
0404030068,38005034,H
0404030076,38009021,H
0404030076,38010020,H
0404030076,38043025,H
0404030084,38002027,H
0404030084,38003023,H
0404030084,38041022,H
0404030106,38040026,H
0404030106,38042029,H
0404030122,38050056,H
0404030130,38008084,H
0404030157,38051052,H
0404030165,38012081,H
0404030173,38013088,H
0404030190,37090011,H
0405010010,08144109,A
0405010028,08144079,A
0405010036,36001120,H
0405010044,08141088,A
0405010052,08141096,A
0405010060,08141096,A
0405010079,08141100,A
0405010087,36002127,H
0405010109,08141126,A
0405010117,36009121,H
0405010125,36016098,H
0405010133,38010097,H
0405010141,08144141,A
0405010150,08144150,A
0405010168,08141142,A
0405010168,36008125,H
0405010176,08142050,A
0405010184,08144028,A
0405010184,36015091,H
0405010192,08144052,A
0405010192,36008095,H
0405020015,36010111,H
0405020023,36001112,H
0405030010,36010065,H
0405030029,36007110,H
0405030037,36004103,H
0405030045,19063075,A
0405030045,19063083,A
0405030053,19064012,A
0405030070,08146063,A
0405030070,36006068,H
0405030096,08144176,A
0405030100,08144095,A
0405030100,36004065,H
0405030118,08141150,A
0405030118,36011096,H
0405030126,08145156,A
0405030134,08145172,A
0405030142,36003050,H
0405030150,19063067,A
0405040016,08144087,A
0405040016,38004097,H
0405040024,36004073,H
0405040040,36005118,H
0405040059,36011118,H
0405040067,36001074,H
0405040075,36002070,H
0405040083,36002119,H
0405040091,36003115,H
0405040105,08147035,A
0405040105,36007048,H
0405040130,08141118,A
0405040148,36004111,H
0405040156,36004014,H
0405040164,36006114,H
0405040164,37037013,H
0405040180,36007064,H
0405040199,08144060,A
0405040199,36014095,H
0405040202,08145164,A
0405050011,36001040,H
0405050020,19063016,A
0405050038,08141037,A
0405050046,08144044,A
0405050054,08145016,A
0405050054,36001082,H
0405050062,08141053,A
0405050070,08145032,A
0405050089,08143021,A
0405050097,08146179,A
0405050100,08145075,A
0405050119,08146187,A
0405050127,19063032,A
0405050135,36009067,H
0405050143,08147043,A
0405050143,36007021,H
0405050151,08147035,A
0405050160,19062010,A
0405050178,08145083,A
0405050178,36005088,H
0405050186,36014087,H
0405050194,19063040,A
0405050208,08143030,A
0405050216,36005029,H
0405050224,36006017,H
0405050232,36003034,H
0405050240,08145121,A
0405050259,08141134,A
0405050267,19063059,A
0405050283,08147035,A
0405050291,08143072,A
0405050305,08144168,A
0405050313,36018023,H
0405050321,08145024,A
0405050356,36011061,H
0405050364,08143013,A
0405050372,08146187,A
0406010013,48010618,H
0406010021,48010766,H
0406010030,48010634,H
0406010048,48010782,H
0406010056,48010863,H
0406010064,48010685,H
0406010072,48010790,H
0406010080,48010561,H
0406010099,48010570,H
0406010102,48010022,H
0406010110,48010030,H
0406010129,97024007,H
0406010137,48010227,H
0406010153,48010928,H
0406010161,48010804,H
0406010170,48010642,H
0406010188,48010596,H
0406010196,48010944,H
0406010200,48010707,H
0406010218,48010812,H
0406010226,48010952,H
0406010234,48010820,H
0406010242,48010715,H
0406010250,48010960,H
0406010269,48010979,H
0406010277,48010987,H
0406010285,48010995,H
0406010293,48010880,H
0406010307,48010774,H
0406010315,48010839,H
0406010323,48010898,H
0406010331,48011002,H
0406010340,48010871,H
0406010358,48010847,H
0406010366,48011010,H
0406010374,48011029,H
0406010382,48010723,H
0406010390,48010731,H
0406010404,48010553,H
0406010412,48010065,H
0406010420,48011037,H
0406010439,48010740,H
0406010447,48011045,H
0406010455,48010901,H
0406010463,48011053,H
0406010471,48011061,H
0406010480,48010693,H
0406010498,48010936,H
0406010501,48010588,H
0406010510,48010057,H
0406010528,48010545,H
0406010536,48010650,H
0406010544,48010669,H
0406010552,48010162,H
0406010560,48010413,H
0406010579,48010430,H
0406010587,48011118,H
0406010595,48011126,H
0406010609,48010421,H
0406010617,48011100,H
0406010625,48010405,H
0406010633,48010391,H
0406010641,48011096,H
0406010650,48010294,H
0406010668,48010278,H
0406010676,48010286,H
0406010684,48010014,H
0406010692,48010138,H
0406010706,48010111,H
0406010714,48010170,H
0406010722,97025003,H
0406010730,48010600,H
0406010749,48010189,H
0406010757,48010200,H
0406010765,48010219,H
0406010773,48010049,H
0406010781,48011070,H
0406010790,48010375,H
0406010803,48010120,H
0406010811,48011185,H
0406010820,48010146,H
0406010838,48010235,H
0406010846,48010243,H
0406010854,48010499,H
0406010862,48010367,H
0406010870,48010502,H
0406010889,48010197,H
0406010897,48010677,H
0406010900,48010758,H
0406010919,48010383,H
0406010927,48010073,H
0406010935,48010081,H
0406010943,48010090,H
0406010951,48010103,H
0406010960,77300491,H
0406010960,77500490,H
0406010978,77300505,H
0406010978,77500504,H
0406010986,48010251,H
0406010994,48010260,H
0406011001,48011177,H
0406011010,48010472,H
0406011028,48011142,H
0406011036,48010359,H
0406011044,48010340,H
0406011052,48011134,H
0406011079,48010480,H
0406011087,48011169,H
0406011095,48011150,H
0406011109,48010448,H
0406011117,48010464,H
0406011125,48010316,H
0406011133,48010308,H
0406011141,48010456,H
0406011150,48010324,H
0406011168,48010529,H
0406011176,48010537,H
0406011184,48010332,H
0406011192,48010510,H
0406011206,48010154,H
0406011214,48010855,H
0406011222,48010626,H
0406020019,48020346,H
0406020027,48020362,H
0406020035,48020354,H
0406020043,48020150,H
0406020051,48020397,H
0406020078,48020435,H
0406020086,12003026,H
0406020094,08071020,A
0406020108,32012039,H
0406020116,32004036,H
0406020124,48020028,H
0406020132,08011095,A
0406020140,08012032,A
0406020159,32003030,H
0406020167,48020109,H
0406020183,42006058,H
0406020191,31014054,H
0406020205,08012059,A
0406020213,32006039,H
0406020221,32005032,H
0406020230,32010036,H
0406020248,32009038,H
0406020256,32008031,H
0406020264,32007035,H
0406020272,32011032,H
0406020280,32015038,H
0406020299,08011257,A
0406020302,48020176,H
0406020310,48020273,H
0406020329,48020265,H
0406020337,48020281,H
0406020345,48020222,H
0406020353,48020206,H
0406020361,48020192,H
0406020370,48020184,H
0406020388,48020214,H
0406020396,48020311,H
0406020400,48020320,H
0406020418,48020303,H
0406020426,48020290,H
0406020434,48020257,H
0406020442,48020249,H
0406020450,48020230,H
0406020469,48020400,H
0406020477,48020419,H
0406020485,48020168,H
0406020493,48020079,H
0406020507,48020060,H
0406020515,48020052,H
0406020523,48020044,H
0406020531,48020036,H
0406020540,48020443,H
0406020558,38001063,H
0406020558,48020370,H
0406020566,48020095,H
0406020574,48020087,H
0406020582,48020389,H
0406020590,48020010,H
0406020604,48020427,H
0406030014,48030066,H
0406030022,48030082,H
0406030030,48030074,H
0406030049,48030112,H
0406030057,48030147,H
0406030065,48030090,H
0406030073,48030104,H
0406030081,48030031,H
0406030090,48030163,H
0406030103,48030015,H
0406030111,48030058,H
0406030120,48030120,H
0406030138,48030040,H
0406030146,48030139,H
0406040010,48040118,H
0406040028,48040088,H
0406040028,48040096,H
0406040044,48040100,H
0406040052,48040010,H
0406040060,48040029,H
0406040079,48040037,H
0406040087,48040185,H
0406040095,48040193,H
0406040109,48040053,H
0406040117,48040061,H
0406040125,48040045,H
0406040133,48040207,H
0406040141,48040070,H
0406040150,48040231,H
0406040168,48040240,H
0406040176,48040223,H
0406040184,48040258,H
0406040192,48040134,H
0406040206,48040126,H
0406040214,48040304,H
0406040222,48040339,H
0406040230,48040177,H
0406040249,48040320,H
0406040257,48040312,H
0406040265,48040215,H
0406040273,48040290,H
0406040281,48040266,H
0406040290,48040150,H
0406040303,48040142,H
0406040311,48040169,H
0406040320,48040282,H
0406040338,48040274,H
0406050015,48050016,H
0406050023,48050040,H
0406050031,48050059,H
0406050040,48050024,H
0406050058,48050032,H
0406050066,48050067,H
0406050074,48050105,H
0406050082,48050091,H
0406050090,48050130,H
0406050104,48050083,H
0406050112,48050121,H
0406050120,48050113,H
0406050139,48050075,H
0407010017,33002053,H
0407010025,33010048,H
0407010025,33013047,H
0407010033,33003041,H
0407010041,33003041,H
0407010050,33020043,H
0407010068,33004048,H
0407010076,33005044,H
0407010076,33006040,H
0407010084,33017042,H
0407010092,33007047,H
0407010106,33008043,H
0407010114,33014043,H
0407010122,33022143,H
0407010130,33004056,H
0407010149,33005052,H
0407010157,33018057,H
0407010165,33007055,H
0407010173,33022135,H
0407010181,33022127,H
0407010190,33006059,H
0407010203,33015058,H
0407010211,33009058,H
0407010220,33016054,H
0407010238,33011052,H
0407010246,08022208,A
0407010246,33011044,H
0407010246,33031061,H
0407010254,08022178,A
0407010254,08022216,A
0407010254,33028060,H
0407010254,33032068,H
0407010262,33012040,H
0407010270,33001049,H
0407010289,33002045,H
0407010297,33021040,H
0407010300,33016046,H
0407010319,19091044,A
0407010327,19091044,A
0407010335,33015040,H
0407010343,33012059,H
0407010351,33013055,H
0407020012,33002061,H
0407020020,33004064,H
0407020039,33005060,H
0407020047,33044066,H
0407020055,08022046,A
0407020063,33006067,H
0407020071,33007063,H
0407020080,33050066,H
0407020098,33034060,H
0407020101,33023069,H
0407020101,33047065,H
0407020110,33017077,H
0407020128,08021031,A
0407020128,33035067,H
0407020136,08021040,A
0407020136,33008078,H
0407020144,08021058,A
0407020144,33023077,H
0407020152,33029113,H
0407020160,08021066,A
0407020179,33021066,H
0407020187,33008060,H
0407020195,33009066,H
0407020209,33010064,H
0407020209,33012067,H
0407020217,33003076,H
0407020225,08022062,A
0407020225,33016062,H
0407020225,33016070,H
0407020225,33040060,H
0407020233,33013063,H
0407020241,33017069,H
0407020250,33018065,H
0407020250,33038066,H
0407020250,33039062,H
0407020268,33019061,H
0407020276,33007071,H
0407020284,33018073,H
0407020284,33027072,H
0407020284,33030073,H
0407020292,33003114,H
0407020306,33015066,H
0407020306,33027064,H
0407020306,33045062,H
0407020306,33046069,H
0407020306,33048061,H
0407020306,33049068,H
0407020314,08021074,A
0407020322,33002070,H
0407020322,33004072,H
0407020322,33010072,H
0407020330,33003068,H
0407020349,33036063,H
0407020357,33041067,H
0407020365,33025061,H
0407020365,33043060,H
0407020373,08021112,A
0407020381,33026076,H
0407020390,08021139,A
0407020403,33022062,H
0407020411,33026068,H
0407020420,33044074,H
0407020420,33045070,H
0407020438,33033064,H
0407020446,33028079,H
0407020454,33013071,H
0407020462,33014060,H
0407020470,33014078,H
0407020470,33022070,H
0407020489,08022089,A
0407020497,08021082,A
0407030018,33001081,H
0407030026,33004080,H
0407030034,33015082,H
0407030042,33003084,H
0407030050,33005087,H
0407030069,33006083,H
0407030069,33007080,H
0407030077,33016089,H
0407030085,33011036,A
0407030093,33011060,A
0407030107,33011087,A
0407030115,33011095,A
0407030123,33003106,H
0407030131,33010080,H
0407030140,33012083,H
0407030158,33012083,H
0407030166,33011087,H
0407030174,33013080,H
0407030182,33004099,H
0407030190,33010099,H
0407030204,33001090,H
0407030212,33002096,H
0407030220,33003092,H
0407030239,33011257,A
0407030247,33005095,H
0407040013,33032114,H
0407040021,33002118,H
0407040030,33030111,H
0407040048,33008116,H
0407040056,33007110,H
0407040064,33009112,H
0407040072,33027110,H
0407040080,33010110,H
0407040099,33006113,H
0407040099,33012113,H
0407040102,33005117,H
0407040102,33011117,H
0407040110,33014116,H
0407040129,33015112,H
0407040137,33025118,H
0407040145,33004110,H
0407040153,33026114,H
0407040161,33016119,H
0407040170,33028117,H
0407040188,33024065,H
0407040196,08021090,A
0407040196,33017115,H
0407040200,33031118,H
0407040218,08021104,A
0407040218,33020116,H
0407040218,42009014,H
0407040226,33013110,H
0407040226,33023115,H
0407040234,33021112,H
0407040242,33022119,H
0407040250,33029075,H
0407040269,33017050,H
0408010010,39020045,H
0408010029,39002055,H
0408010037,39015050,H
0408010045,39003051,H
0408010053,39014053,H
0408010061,39017052,H
0408010061,39018059,H
0408010070,39005054,H
0408010088,39002047,H
0408010096,39023044,H
0408010100,39002314,H
0408010100,39003043,H
0408010100,39021041,H
0408010100,39024040,H
0408010118,39022048,H
0408010126,09021051,A
0408010126,09021060,A
0408010126,39013049,H
0408010126,39014045,H
0408010134,09021078,A
0408010134,09021086,A
0408010134,39009050,H
0408010142,39006050,H
0408010150,39006042,H
0408010169,39020053,H
0408010177,39007049,H
0408010185,39008045,H
0408010193,39010058,H
0408010207,39009041,H
0408010215,39007057,H
0408010223,39010040,H
0408010231,39019055,H
0408020016,39001105,H
0408020016,39005097,H
0408020016,39036103,H
0408020024,39001083,H
0408020024,39005062,H
0408020024,39009076,H
0408020032,39002071,H
0408020032,39002098,H
0408020032,39020096,H
0408020040,39008100,H
0408020040,39009106,H
0408020059,39022072,H
0408020067,39014096,H
0408020075,39003078,H
0408020083,39023079,H
0408020091,39007081,H
0408020091,39027074,H
0408020105,08056056,A
0408020105,39013103,H
0408020105,39027090,H
0408020113,39001229,H
0408020121,39040100,H
0408020130,39021092,H
0408020130,39026078,H
0408020148,39039102,H
0408020156,39020061,H
0408020156,39033074,H
0408020164,09021019,A
0408020164,09021027,A
0408020164,39018067,H
0408020164,39022056,H
0408020172,09021094,A
0408020172,39011097,H
0408020180,09021108,A
0408020180,39025080,H
0408020199,09021035,A
0408020199,39019063,H
0408020202,09021035,A
0408020202,39022080,H
0408020202,39023087,H
0408020202,39024083,H
0408020210,39027104,H
0408020229,09021108,A
0408020229,39015076,H
0408020245,09021094,A
0408020245,39012093,H
0408020253,39013260,H
0408020261,39014266,H
0408020270,39016269,H
0408020288,39015262,H
0408020296,08064016,A
0408020296,08064024,A
0408020296,39002080,H
0408020296,39006069,H
0408020300,08056072,A
0408020300,39028097,H
0408020318,39031080,H
0408020326,39021106,H
0408020334,39011062,H
0408020334,39021050,H
0408020342,39018105,H
0408020350,39030075,H
0408020369,39013073,H
0408020377,39020100,H
0408020385,39015068,H
0408020393,39009068,H
0408020407,39009084,H
0408020415,39032086,H
0408020423,39013081,H
0408020431,39014088,H
0408020431,39016080,H
0408020440,39023095,H
0408020458,39017087,H
0408020466,39008096,H
0408020474,38002078,H
0408020482,39021092,H
0408020482,39026078,H
0408020490,39037100,H
0408020504,39026094,H
0408020504,39028070,H
0408020512,39016102,H
0408020520,39009092,H
0408020539,39023109,H
0408020547,39014070,H
0408020555,39025101,H
0408020563,39019080,H
0408020571,39017060,H
0408020580,39031071,H
0408020580,39032078,H
0408020598,39024091,H
0408020601,39015092,H
